session_id,customer_id,session_start,device,traffic_source,campaign,experiment_group
37,236,2024-10-29T14:24,mobile,sem,new_user,A
38,1638,2025-06-05T03:15,mobile,sem,none,B
39,713,2024-08-01T15:41,mobile,social,none,B
40,576,2025-06-27T20:20,mobile,sem,double11,A
41,1367,2024-04-01T16:47,desktop,seo,double11,A
42,1100,2025-08-25T10:55,mobile,email,none,B
43,116,2025-07-04T00:50,desktop,sem,double11,A
44,1243,2024-01-08T04:02,desktop,social,double11,A
45,1985,2024-10-24T09:12,mobile,seo,none,B
46,1692,2024-11-15T21:26,mobile,seo,none,B
47,1849,2024-03-30T19:15,tablet,email,new_user,B
48,1947,2024-08-16T13:28,desktop,social,double11,A
49,890,2025-09-05T18:21,mobile,email,new_user,A
50,169,2025-01-12T18:00,tablet,sem,none,B
51,2091,2024-08-10T02:24,desktop,sem,none,B
52,553,2024-05-10T14:47,mobile,email,retarget,B
53,689,2025-12-16T09:48,mobile,seo,none,B
54,1570,2025-01-18T19:49,mobile,direct,double11,B
55,683,2024-10-26T16:23,mobile,social,none,A
56,1470,2025-04-18T00:22,mobile,social,none,B
57,767,2025-11-21T02:44,mobile,email,spring_sale,A
58,2369,2025-10-20T07:48,tablet,sem,retarget,B
59,182,2024-06-24T19:57,mobile,social,double11,B
60,2266,2025-05-26T20:11,mobile,sem,none,B
61,1455,2024-06-09T02:22,desktop,social,none,B
62,1306,2025-07-01T16:57,desktop,email,spring_sale,A
63,1987,2025-09-12T09:01,mobile,direct,retarget,B
64,1213,2025-09-10T20:34,mobile,sem,retarget,B
65,796,2025-05-22T22:17,mobile,seo,none,A
66,989,2025-03-01T04:49,mobile,email,none,B
67,2026,2024-08-24T20:49,desktop,direct,new_user,A
68,138,2025-06-08T00:33,mobile,sem,new_user,B
69,300,2024-04-01T09:17,mobile,sem,none,A
70,745,2024-11-17T04:53,desktop,email,none,B
71,748,2025-03-01T20:41,desktop,direct,none,A
72,836,2025-11-28T22:14,mobile,social,new_user,A
73,425,2025-12-11T15:02,desktop,seo,new_user,A
74,2022,2025-01-26T11:20,mobile,direct,none,A
75,1440,2025-01-18T03:30,desktop,sem,none,A
76,1382,2024-06-24T21:50,mobile,seo,retarget,B
77,1203,2025-12-20T23:42,mobile,sem,none,A
78,1942,2025-07-05T11:45,mobile,email,none,A
79,709,2024-07-22T19:13,desktop,sem,none,A
80,1867,2025-10-08T11:47,desktop,sem,spring_sale,B
81,214,2024-10-23T19:37,desktop,social,none,A
82,922,2025-04-24T11:47,mobile,direct,none,B
83,777,2024-09-21T17:27,mobile,sem,none,A
84,96,2024-10-11T10:16,desktop,email,spring_sale,A
85,1505,2024-01-02T09:17,tablet,seo,none,B
86,901,2025-04-12T08:02,mobile,direct,double11,B
87,1580,2024-09-08T04:54,desktop,email,none,A
88,2163,2025-07-11T08:48,desktop,social,none,B
89,1518,2024-01-02T11:35,desktop,direct,none,A
90,1631,2025-11-12T02:08,mobile,seo,new_user,B
91,1955,2024-05-30T21:57,mobile,direct,new_user,A
92,331,2024-05-16T12:42,tablet,email,new_user,B
93,591,2025-07-15T13:33,mobile,social,spring_sale,A
94,1964,2024-08-17T21:54,desktop,seo,none,A
95,1829,2025-07-21T03:25,mobile,direct,none,A
96,1894,2024-03-05T22:49,tablet,social,none,A
97,1338,2024-08-10T13:18,mobile,direct,none,B
98,1187,2025-07-25T16:25,mobile,direct,none,B
99,931,2024-10-29T10:27,mobile,sem,none,B
100,1183,2024-01-11T01:43,mobile,direct,retarget,A
101,2337,2024-05-25T18:32,desktop,seo,none,A
102,2281,2025-07-04T19:20,mobile,seo,none,B
103,758,2024-01-12T16:38,mobile,direct,none,A
104,252,2024-09-14T16:46,mobile,direct,none,B
105,2087,2024-02-06T16:53,tablet,direct,none,B
106,759,2024-11-19T10:15,mobile,email,spring_sale,B
107,1252,2024-11-14T09:22,desktop,sem,new_user,A
108,1744,2025-07-21T07:37,mobile,email,none,A
109,1790,2025-01-26T16:33,mobile,seo,double11,B
110,1168,2025-08-31T14:33,desktop,seo,retarget,B
111,1704,2024-03-12T03:23,mobile,social,none,B
112,144,2025-09-16T01:08,mobile,direct,new_user,B
113,210,2025-06-19T05:59,mobile,social,spring_sale,A
114,1284,2024-02-13T23:40,mobile,sem,double11,B
115,1947,2025-04-03T05:40,mobile,email,new_user,A
116,1856,2024-05-17T21:35,desktop,email,none,B
117,1382,2024-12-17T09:57,mobile,social,none,B
118,1368,2025-03-21T03:41,mobile,direct,none,A
119,361,2025-08-19T09:47,mobile,direct,new_user,A
120,1737,2024-11-19T22:48,desktop,seo,none,A
121,1860,2025-07-20T23:40,desktop,social,none,B
122,342,2024-11-03T21:33,mobile,seo,new_user,A
123,119,2024-05-12T04:04,mobile,sem,spring_sale,B
124,12,2024-10-08T05:00,mobile,seo,none,A
125,912,2024-03-06T20:10,tablet,email,none,B
126,163,2024-04-28T16:58,mobile,social,none,B
127,1099,2025-06-11T14:46,mobile,direct,new_user,B
128,1168,2024-12-17T06:02,mobile,social,none,B
129,104,2025-10-01T12:43,tablet,email,spring_sale,A
130,1457,2024-10-23T07:23,mobile,direct,double11,B
131,936,2024-09-13T14:38,mobile,direct,retarget,A
132,130,2024-10-16T14:24,mobile,sem,spring_sale,B
133,976,2024-05-29T16:25,mobile,seo,none,A
134,2485,2025-10-09T20:43,desktop,email,none,B
135,1832,2025-04-09T00:55,mobile,sem,none,A
136,936,2024-07-02T02:34,mobile,email,new_user,A
137,197,2024-06-08T12:35,desktop,sem,none,A
138,1779,2025-04-27T14:04,desktop,email,double11,B
139,441,2024-01-30T03:00,desktop,seo,retarget,A
140,2233,2025-11-04T20:12,mobile,social,none,B
141,1640,2025-10-26T16:48,desktop,seo,none,A
142,93,2025-12-22T17:41,desktop,direct,double11,B
143,2032,2024-09-14T16:01,mobile,email,none,B
144,2357,2025-04-09T04:25,mobile,seo,new_user,A
145,604,2024-12-10T07:24,mobile,email,new_user,A
146,623,2024-02-02T22:18,mobile,seo,none,A
147,1086,2024-05-10T21:00,mobile,email,none,A
148,67,2025-10-02T13:16,desktop,seo,none,A
149,2064,2025-03-18T09:55,mobile,email,double11,A
150,955,2025-10-13T20:40,mobile,seo,none,B
151,2007,2025-08-31T01:43,mobile,social,spring_sale,B
152,123,2024-03-28T22:29,desktop,seo,none,B
153,2241,2025-12-16T03:42,mobile,social,none,B
154,2341,2024-05-15T09:15,mobile,sem,new_user,B
155,1014,2025-06-07T09:43,mobile,social,spring_sale,A
156,2051,2024-06-12T15:59,mobile,email,none,B
157,2053,2024-10-19T14:13,mobile,sem,none,B
158,391,2025-02-17T16:44,desktop,direct,none,A
159,1142,2025-09-07T10:42,mobile,direct,retarget,A
160,1187,2025-12-25T11:19,desktop,seo,new_user,B
161,1700,2025-10-06T22:35,mobile,email,none,B
162,50,2024-10-16T06:25,mobile,sem,spring_sale,A
163,811,2025-11-16T15:09,mobile,sem,none,B
164,127,2025-01-19T09:51,desktop,email,none,B
165,1803,2024-09-10T18:08,desktop,direct,new_user,A
166,1926,2024-02-25T00:48,desktop,social,none,B
167,2029,2025-06-15T08:45,mobile,seo,none,A
168,444,2024-04-18T06:43,desktop,seo,double11,B
169,1113,2024-01-28T09:28,mobile,email,none,A
170,201,2025-12-23T23:37,desktop,direct,spring_sale,A
171,1806,2024-05-01T18:30,mobile,sem,none,A
172,2135,2025-05-03T01:33,mobile,social,none,A
173,1956,2024-03-25T16:27,mobile,direct,none,B
174,1582,2025-01-27T15:41,desktop,seo,none,A
175,1486,2025-11-26T03:11,mobile,social,spring_sale,A
176,1708,2024-10-29T14:00,desktop,direct,new_user,B
177,2350,2024-09-27T05:33,mobile,direct,none,B
178,39,2024-06-15T18:43,desktop,sem,none,A
179,782,2025-08-05T18:03,mobile,seo,retarget,A
180,1568,2025-03-25T21:22,mobile,sem,none,B
181,325,2024-11-13T21:09,mobile,direct,spring_sale,B
182,973,2024-04-24T17:43,mobile,direct,none,A
183,1713,2025-01-07T04:08,mobile,social,new_user,B
184,21,2025-12-25T10:13,mobile,direct,none,B
185,2323,2025-10-04T15:09,desktop,social,none,B
186,2188,2025-08-22T03:09,mobile,email,double11,B
187,848,2024-02-02T08:07,desktop,sem,new_user,A
188,250,2024-08-24T14:45,desktop,sem,none,B
189,893,2024-03-10T10:16,mobile,email,none,A
190,2439,2024-10-20T04:25,mobile,sem,retarget,A
191,1361,2024-04-14T10:28,desktop,direct,double11,A
192,1886,2024-09-05T21:20,desktop,direct,retarget,A
193,1257,2024-02-06T07:20,mobile,sem,none,B
194,943,2025-10-31T12:01,desktop,email,none,B
195,2426,2025-02-05T19:27,mobile,sem,double11,A
196,798,2024-11-11T13:04,mobile,sem,none,A
197,849,2024-08-16T04:25,desktop,email,none,A
198,1700,2024-08-30T03:03,mobile,social,spring_sale,B
199,1236,2025-01-13T01:48,mobile,sem,double11,B
200,642,2024-08-17T22:06,mobile,email,double11,B
201,2056,2024-08-23T03:30,mobile,direct,none,A
202,409,2024-05-28T11:00,desktop,direct,none,B
203,2032,2025-07-09T23:48,tablet,email,new_user,B
204,377,2024-03-09T01:12,mobile,sem,double11,B
205,1730,2024-01-20T19:29,desktop,email,retarget,B
206,1340,2025-11-22T13:07,desktop,sem,new_user,B
207,1210,2025-07-31T20:32,mobile,direct,retarget,A
208,1429,2024-11-22T11:49,mobile,social,none,B
209,1298,2024-01-10T12:19,mobile,email,new_user,A
210,1442,2024-08-07T16:43,mobile,direct,none,A
211,1771,2025-03-23T20:40,mobile,social,double11,A
212,1386,2024-07-03T22:51,mobile,sem,spring_sale,A
213,1650,2025-02-02T20:37,desktop,seo,none,B
214,439,2024-05-23T02:39,desktop,seo,none,B
215,1158,2024-04-05T12:15,mobile,seo,none,B
216,1854,2024-09-10T16:36,desktop,sem,spring_sale,A
217,1112,2024-07-27T07:06,mobile,seo,spring_sale,B
218,1879,2024-12-29T22:30,desktop,sem,none,A
219,37,2024-09-29T18:38,mobile,social,none,A
220,1689,2025-02-03T02:03,mobile,email,spring_sale,B
221,1905,2024-05-11T11:02,mobile,email,none,B
222,95,2025-05-15T18:08,mobile,direct,none,A
223,2068,2024-03-09T09:02,desktop,sem,retarget,A
224,937,2024-11-07T12:26,mobile,social,none,B
225,1970,2024-09-02T20:06,desktop,social,double11,A
226,101,2024-01-27T12:57,mobile,sem,none,B
227,1592,2025-09-17T17:51,mobile,email,new_user,A
228,1713,2024-08-18T02:44,mobile,email,none,B
229,2464,2025-07-09T14:21,mobile,direct,new_user,A
230,1427,2025-05-22T04:59,desktop,seo,none,A
231,1666,2025-08-02T10:00,mobile,seo,retarget,A
232,651,2024-11-28T14:15,desktop,social,retarget,B
233,2329,2025-03-19T02:59,tablet,seo,spring_sale,B
234,2131,2025-02-08T20:53,mobile,direct,none,B
235,2005,2024-02-21T19:51,mobile,email,new_user,A
236,11,2024-11-19T11:12,mobile,email,none,B
237,661,2025-05-05T11:49,mobile,direct,none,A
238,367,2025-07-24T18:44,desktop,email,none,B
239,532,2024-07-20T04:02,desktop,email,none,A
240,303,2024-03-14T17:07,tablet,social,none,B
241,892,2025-06-01T14:29,desktop,social,none,B
242,1799,2024-10-14T03:08,desktop,email,new_user,A
243,1126,2025-01-20T14:54,mobile,sem,double11,B
244,1996,2025-06-12T04:43,mobile,seo,double11,B
245,1917,2024-01-04T10:43,mobile,seo,new_user,B
246,2300,2024-11-10T18:52,mobile,sem,none,B
247,1680,2024-11-15T08:15,mobile,seo,none,B
248,2389,2025-04-24T07:05,mobile,social,none,B
249,5,2024-11-15T14:16,mobile,seo,retarget,A
250,1692,2024-03-22T21:49,desktop,email,none,B
251,510,2025-08-02T23:59,mobile,seo,retarget,A
252,1680,2025-02-05T23:11,desktop,sem,none,B
253,1482,2024-06-11T20:36,mobile,social,double11,A
254,1689,2025-12-22T21:56,desktop,sem,spring_sale,B
255,831,2024-09-08T09:12,desktop,direct,none,A
256,702,2024-03-22T12:26,mobile,seo,none,A
257,811,2024-05-22T18:37,tablet,social,none,B
258,2456,2024-07-12T16:45,mobile,email,none,B
259,1461,2025-04-07T00:06,desktop,sem,none,A
260,150,2024-07-16T18:22,desktop,sem,none,A
261,9,2024-08-22T10:00,mobile,sem,retarget,B
262,868,2025-09-24T00:27,desktop,sem,none,B
263,56,2024-04-19T10:26,desktop,sem,none,B
264,1453,2024-10-14T21:17,desktop,email,none,B
265,96,2024-02-25T09:44,mobile,seo,none,A
266,2380,2025-07-19T07:31,desktop,email,new_user,B
267,959,2024-09-26T13:16,mobile,sem,retarget,B
268,2007,2025-10-15T10:11,mobile,direct,spring_sale,B
269,393,2024-11-23T22:14,mobile,social,none,B
270,70,2025-02-18T12:37,mobile,social,none,B
271,1448,2024-12-20T17:22,mobile,email,none,B
272,1338,2024-06-16T16:40,mobile,direct,none,B
273,1298,2025-06-05T23:38,desktop,direct,none,A
274,2364,2025-08-04T12:59,mobile,direct,new_user,A
275,437,2024-11-21T11:56,desktop,seo,spring_sale,B
276,1139,2024-06-03T16:39,mobile,social,spring_sale,A
277,1495,2025-12-28T11:08,mobile,social,none,B
278,832,2025-04-12T07:04,desktop,social,none,A
279,2391,2024-05-22T16:05,mobile,seo,none,A
280,815,2024-08-18T10:46,mobile,social,none,A
281,1394,2025-02-22T09:43,tablet,email,none,A
282,2221,2025-01-23T03:46,mobile,social,none,B
283,1670,2024-01-07T08:19,mobile,social,none,B
284,405,2024-04-19T14:35,mobile,social,spring_sale,B
285,734,2024-10-31T23:22,mobile,email,none,A
286,810,2025-06-25T15:22,desktop,seo,spring_sale,A
287,1523,2025-10-29T08:34,mobile,direct,none,A
288,213,2024-06-23T11:56,mobile,social,retarget,A
289,557,2024-01-24T09:45,desktop,social,none,A
290,1225,2025-02-22T23:09,mobile,social,retarget,A
291,1471,2025-10-05T19:15,mobile,email,new_user,A
292,2408,2025-11-22T16:01,mobile,email,none,A
293,803,2024-02-06T14:14,mobile,sem,none,A
294,432,2024-01-08T15:30,mobile,social,double11,B
295,2379,2024-06-30T19:32,mobile,direct,spring_sale,A
296,1249,2024-03-20T08:38,mobile,social,none,B
297,877,2025-03-29T01:28,mobile,direct,new_user,B
298,1783,2024-07-28T04:40,mobile,seo,double11,B
299,1049,2025-12-25T15:23,mobile,sem,none,B
300,1859,2024-09-09T08:37,desktop,sem,new_user,B
301,389,2024-07-29T07:26,mobile,sem,none,A
302,1601,2025-05-06T22:48,mobile,seo,retarget,A
303,2493,2025-02-26T14:36,desktop,sem,spring_sale,A
304,1308,2025-02-21T14:42,desktop,social,new_user,B
305,2039,2024-04-21T22:33,mobile,sem,new_user,B
306,1073,2025-08-30T01:22,desktop,social,none,A
307,9,2025-06-14T23:51,mobile,email,new_user,B
308,2107,2024-09-10T18:27,mobile,seo,none,B
309,2421,2024-02-02T00:10,desktop,email,none,B
310,662,2025-06-21T03:26,mobile,email,new_user,B
311,1131,2024-11-03T08:54,desktop,seo,none,A
312,2194,2025-06-03T23:16,tablet,seo,none,A
313,752,2024-06-11T20:33,desktop,email,new_user,B
314,349,2025-11-03T02:51,mobile,sem,double11,A
315,2126,2025-12-04T05:06,mobile,seo,none,B
316,753,2025-01-04T20:53,desktop,social,none,B
317,2267,2024-03-24T11:10,desktop,seo,none,A
318,1599,2025-05-04T06:16,mobile,social,none,B
319,276,2024-02-10T18:28,desktop,sem,none,B
320,976,2025-07-25T13:56,mobile,seo,none,A
321,967,2024-04-02T02:15,mobile,email,none,B
322,180,2025-05-23T10:22,desktop,email,none,B
323,220,2025-01-12T03:31,desktop,email,new_user,A
324,328,2024-03-05T21:40,desktop,email,none,B
325,371,2025-10-22T08:42,mobile,email,none,B
326,715,2025-03-27T17:10,desktop,sem,spring_sale,A
327,1649,2024-04-19T18:55,mobile,sem,spring_sale,A
328,72,2025-09-27T19:42,mobile,seo,spring_sale,B
329,627,2025-02-10T13:42,mobile,social,spring_sale,A
330,890,2025-05-19T04:09,mobile,email,spring_sale,A
331,2106,2024-03-23T19:16,desktop,direct,new_user,B
332,384,2024-10-07T23:07,desktop,email,none,A
333,1149,2025-07-17T12:11,desktop,social,none,A
334,2090,2025-02-09T02:39,mobile,seo,retarget,B
335,1113,2025-03-06T19:35,tablet,direct,none,A
336,561,2024-11-24T08:42,desktop,seo,none,B
337,1299,2024-11-10T19:38,mobile,direct,none,A
338,610,2024-03-21T04:28,mobile,social,none,A
339,1582,2025-01-21T20:12,mobile,direct,retarget,A
340,859,2025-01-26T20:47,tablet,email,none,B
341,764,2024-07-17T03:22,desktop,social,new_user,A
342,2001,2025-01-25T01:06,mobile,seo,retarget,B
343,1255,2025-01-01T16:49,mobile,sem,double11,B
344,544,2024-07-26T22:11,mobile,social,spring_sale,B
345,1543,2025-10-07T22:58,desktop,seo,none,A
346,1118,2024-05-10T04:11,desktop,seo,spring_sale,B
347,213,2024-07-15T14:29,mobile,seo,none,A
348,149,2024-09-04T07:02,desktop,email,spring_sale,A
349,1758,2024-06-07T04:32,mobile,social,retarget,B
350,1106,2024-06-18T02:43,mobile,direct,none,B
351,2187,2025-06-08T16:16,desktop,sem,spring_sale,B
352,888,2025-08-31T03:53,desktop,direct,double11,B
353,1790,2025-09-13T00:20,desktop,email,new_user,B
354,2456,2025-10-10T11:33,tablet,social,new_user,B
355,1859,2025-11-06T08:54,mobile,seo,double11,B
356,960,2025-09-30T17:07,mobile,seo,new_user,B
357,1776,2025-09-02T10:09,tablet,social,none,B
358,1378,2024-06-19T15:04,tablet,social,none,B
359,1589,2024-06-16T05:43,desktop,sem,none,B
360,854,2024-04-14T19:55,desktop,sem,none,B
361,2424,2025-05-27T04:23,mobile,seo,double11,B
362,370,2024-04-07T08:58,mobile,seo,none,A
363,585,2024-10-15T10:23,desktop,social,new_user,B
364,2075,2025-12-19T03:35,mobile,sem,none,A
365,1895,2024-02-19T02:19,desktop,email,new_user,A
366,15,2025-04-28T10:15,tablet,social,none,A
367,690,2024-05-10T22:57,desktop,sem,spring_sale,B
368,1033,2024-08-09T13:09,desktop,seo,retarget,B
369,2420,2025-02-15T18:57,desktop,sem,new_user,B
370,787,2025-02-28T01:50,mobile,social,none,A
371,636,2024-02-29T03:09,mobile,social,spring_sale,B
372,168,2025-04-10T15:36,mobile,sem,new_user,B
373,301,2025-10-08T04:08,mobile,direct,none,A
374,571,2025-11-27T22:12,desktop,email,none,A
375,1018,2025-05-27T17:28,tablet,seo,new_user,B
376,1796,2025-07-26T21:18,mobile,social,double11,B
377,1163,2025-01-17T02:52,mobile,social,none,A
378,810,2025-04-02T13:43,mobile,sem,none,A
379,1164,2024-07-15T08:57,desktop,seo,none,A
380,676,2025-03-10T16:25,mobile,direct,none,B
381,1284,2025-04-08T14:56,mobile,email,new_user,B
382,1763,2024-11-28T17:10,mobile,sem,none,B
383,1930,2024-04-18T06:58,mobile,sem,double11,B
384,2385,2024-12-25T08:53,mobile,seo,none,A
385,431,2025-04-01T13:58,tablet,social,new_user,A
386,2241,2024-06-10T21:30,desktop,direct,none,B
387,2372,2025-10-15T11:44,mobile,direct,none,A
388,311,2024-01-20T00:52,mobile,social,none,B
389,335,2025-06-25T08:38,desktop,seo,none,B
390,1859,2024-03-03T21:35,mobile,email,double11,B
391,276,2024-08-09T05:11,tablet,direct,retarget,B
392,102,2025-03-17T08:10,mobile,seo,none,B
393,1188,2025-03-21T05:54,mobile,seo,none,B
394,547,2025-04-02T14:17,desktop,sem,retarget,A
395,2165,2025-02-06T18:03,mobile,direct,spring_sale,A
396,2296,2024-02-07T23:30,mobile,direct,double11,B
397,761,2024-03-13T03:02,desktop,email,spring_sale,A
398,1456,2024-12-21T19:15,tablet,sem,new_user,B
399,1261,2024-11-26T17:23,mobile,sem,none,B
400,1867,2025-05-06T13:49,desktop,sem,none,B
401,1586,2024-02-28T04:57,desktop,direct,double11,B
402,1247,2024-10-05T02:00,mobile,social,none,A
403,398,2025-06-18T19:42,mobile,social,new_user,A
404,317,2025-12-20T07:53,mobile,social,none,B
405,136,2024-01-12T15:46,mobile,email,new_user,B
406,1380,2024-07-31T15:18,desktop,email,new_user,B
407,826,2025-11-12T07:02,desktop,social,spring_sale,B
408,859,2024-04-21T00:30,mobile,direct,none,B
409,1898,2024-01-10T10:14,desktop,seo,none,B
410,2074,2024-04-20T08:42,tablet,email,retarget,A
411,1324,2024-03-18T03:40,mobile,email,none,B
412,2363,2024-09-26T15:28,desktop,direct,spring_sale,A
413,2415,2025-10-09T16:15,mobile,email,none,B
414,520,2025-08-04T01:28,desktop,social,none,B
415,24,2024-11-23T22:52,desktop,sem,none,B
416,553,2025-12-12T08:29,desktop,seo,spring_sale,B
417,821,2024-06-14T01:42,desktop,direct,new_user,B
418,428,2025-04-19T20:42,mobile,email,spring_sale,A
419,1155,2024-01-03T05:11,desktop,seo,retarget,B
420,73,2024-01-16T23:09,mobile,seo,none,A
421,125,2025-09-12T03:30,mobile,sem,none,B
422,892,2024-07-19T13:59,mobile,direct,spring_sale,B
423,103,2024-01-27T18:22,mobile,email,double11,B
424,2424,2024-04-01T09:09,mobile,direct,none,B
425,2125,2024-07-08T05:14,desktop,social,none,A
426,1697,2025-10-25T18:32,desktop,social,new_user,B
427,37,2024-10-14T12:06,mobile,seo,spring_sale,A
428,1013,2024-04-09T12:24,desktop,sem,none,B
429,2121,2024-04-26T14:15,mobile,social,none,B
430,1050,2024-05-20T21:54,mobile,sem,none,A
431,709,2025-07-07T03:54,desktop,email,none,A
432,582,2025-12-22T05:25,mobile,email,none,B
433,535,2025-12-14T21:52,desktop,direct,none,B
434,442,2025-02-23T23:52,mobile,email,none,B
435,1116,2025-09-07T17:01,desktop,seo,none,A
436,1709,2024-05-28T06:02,mobile,sem,new_user,B
437,2445,2025-12-27T01:45,mobile,seo,none,B
438,1813,2024-10-07T11:34,desktop,email,retarget,A
439,1241,2024-12-19T14:08,mobile,email,none,A
440,1324,2025-08-27T08:57,mobile,direct,new_user,B
441,2353,2024-03-08T17:54,mobile,sem,new_user,B
442,1119,2025-05-30T01:47,mobile,seo,none,A
443,1332,2025-04-11T17:22,mobile,seo,none,A
444,2246,2024-07-19T20:25,desktop,email,none,B
445,2439,2024-12-17T03:36,tablet,sem,new_user,A
446,879,2024-10-18T01:51,desktop,social,retarget,B
447,2070,2025-11-22T05:59,tablet,sem,retarget,B
448,1280,2025-09-10T22:17,mobile,social,retarget,B
449,17,2024-04-15T03:47,mobile,direct,none,A
450,2141,2025-12-10T16:55,mobile,direct,retarget,B
451,1515,2025-05-04T03:44,mobile,social,none,A
452,2436,2024-09-09T18:09,desktop,email,none,B
453,1243,2025-04-07T18:53,mobile,direct,none,A
454,1953,2025-03-15T17:22,mobile,direct,none,A
455,2043,2025-06-03T01:20,desktop,social,spring_sale,A
456,470,2024-01-26T23:39,tablet,seo,none,A
457,1162,2025-01-27T06:13,mobile,direct,new_user,B
458,159,2025-09-15T05:06,mobile,direct,spring_sale,B
459,650,2025-07-21T01:14,mobile,sem,new_user,B
460,1122,2024-05-27T15:42,mobile,sem,none,A
461,1317,2025-10-11T00:54,desktop,seo,none,B
462,508,2025-10-27T10:30,mobile,direct,none,B
463,2260,2024-06-23T12:06,mobile,direct,retarget,B
464,1182,2025-05-20T23:47,mobile,seo,none,A
465,1503,2025-03-17T08:49,desktop,direct,retarget,B
466,1212,2025-12-16T20:55,mobile,direct,spring_sale,B
467,2146,2025-01-03T22:54,desktop,sem,none,A
468,1305,2024-09-25T18:35,mobile,sem,new_user,B
469,1721,2025-07-23T09:37,mobile,social,none,B
470,716,2024-11-02T05:28,mobile,direct,double11,B
471,2369,2024-04-15T17:46,mobile,sem,double11,B
472,1650,2024-04-05T05:35,mobile,direct,none,B
473,901,2024-07-01T06:57,mobile,direct,none,B
474,1430,2025-06-02T01:12,mobile,sem,double11,B
475,498,2025-07-03T10:57,desktop,direct,spring_sale,A
476,536,2024-09-30T10:39,mobile,direct,retarget,B
477,1715,2025-11-03T21:51,mobile,seo,retarget,A
478,187,2025-09-09T11:01,mobile,sem,spring_sale,B
479,228,2024-01-17T12:50,mobile,email,none,A
480,996,2025-01-03T20:40,mobile,seo,retarget,A
481,929,2025-03-26T13:44,mobile,sem,none,B
482,549,2025-10-15T09:06,mobile,email,none,A
483,778,2025-10-22T05:33,mobile,email,none,B
484,302,2025-04-23T01:56,desktop,social,none,A
485,1442,2025-09-03T05:01,mobile,email,none,A
486,1427,2025-10-27T02:11,mobile,email,none,A
487,1921,2024-01-20T00:59,mobile,social,double11,A
488,752,2024-02-07T23:04,mobile,social,new_user,B
489,1833,2025-12-15T09:03,mobile,direct,none,B
490,512,2025-05-04T06:26,mobile,sem,retarget,A
491,235,2025-04-16T02:26,mobile,seo,retarget,B
492,2071,2025-10-10T16:37,mobile,seo,none,B
493,1194,2024-02-24T21:13,desktop,direct,spring_sale,B
494,1323,2025-10-08T19:39,mobile,direct,spring_sale,B
495,577,2024-06-20T00:59,desktop,social,new_user,B
496,1123,2025-01-24T03:19,desktop,direct,new_user,B
497,897,2024-07-13T00:21,mobile,social,new_user,A
498,868,2024-06-06T19:33,mobile,social,none,B
499,212,2025-07-24T11:04,tablet,direct,none,A
500,2417,2024-04-21T14:37,desktop,sem,none,B
501,707,2025-02-18T19:50,desktop,seo,retarget,B
502,1336,2024-09-08T16:45,mobile,email,none,B
503,2458,2024-02-23T22:43,desktop,direct,none,A
504,704,2025-05-13T04:10,desktop,sem,spring_sale,B
505,1775,2024-11-19T08:49,desktop,social,none,A
506,184,2024-07-09T19:41,desktop,email,none,B
507,801,2024-05-15T12:38,mobile,social,none,B
508,602,2025-01-10T00:09,mobile,email,double11,A
509,1516,2024-02-01T13:58,desktop,seo,none,A
510,1896,2024-12-08T09:01,mobile,email,double11,A
511,1244,2025-07-26T02:45,mobile,email,none,B
