order_id,product_id,quantity,unit_price,discount_rate
102,39,1,2235,0.05
102,54,1,3026,0.1
103,6,1,529,0
103,4,1,2293,0.1
103,5,1,1760,0.05
104,53,1,1286,0
105,35,1,1942,0.1
105,21,1,2746,0
106,5,1,1760,0.1
106,36,1,1580,0
106,10,1,3487,0
107,47,1,1558,0
108,16,2,1002,0
108,10,2,3487,0.1
109,38,1,3806,0
110,39,1,2235,0
111,12,1,4627,0
111,48,1,2972,0
111,8,1,1791,0.1
112,1,1,150,0.05
112,36,2,1580,0.15
113,20,1,3438,0
114,23,1,2336,0
114,59,1,2290,0
114,2,1,3850,0.2
115,57,1,729,0.05
115,53,1,1286,0
116,56,1,630,0.15
116,53,1,1286,0
117,8,1,1791,0
117,36,2,1580,0.05
118,8,1,1791,0.1
118,52,1,1957,0
118,19,2,2193,0.15
119,6,1,529,0.05
120,54,1,3026,0
120,5,1,1760,0.05
120,5,1,1760,0.1
121,57,1,729,0.05
122,48,1,2972,0.05
122,22,1,1574,0.2
123,60,1,552,0.05
124,57,2,729,0.1
124,16,1,1002,0.1
125,34,1,2437,0.1
125,13,1,3877,0
125,23,1,2336,0.1
126,52,1,1957,0.05
127,26,1,4752,0.05
127,34,2,2437,0
127,33,1,4175,0.1
128,19,1,2193,0.1
128,31,1,3203,0.1
129,16,1,1002,0
129,41,1,931,0.05
130,48,1,2972,0
130,28,1,567,0.1
130,17,1,2656,0.1
130,12,2,4627,0.1
131,36,1,1580,0
132,16,1,1002,0.05
132,32,1,126,0
132,3,1,3713,0.1
132,13,1,3877,0.15
133,56,1,630,0
134,48,1,2972,0
134,11,2,1744,0.1
135,29,1,2320,0
135,8,1,1791,0
136,8,2,1791,0.05
136,53,1,1286,0.1
137,56,1,630,0
138,10,1,3487,0.1
139,11,1,1744,0.05
140,18,2,778,0.05
140,49,2,1048,0
141,20,1,3438,0.1
142,34,1,2437,0
143,31,1,3203,0.1
144,19,1,2193,0
144,6,3,529,0
144,13,1,3877,0.05
145,12,1,4627,0.1
146,33,1,4175,0
146,27,1,1579,0.15
147,24,1,2262,0.05
148,7,1,1985,0
149,19,1,2193,0.05
149,36,1,1580,0.15
150,54,2,3026,0.1
150,53,1,1286,0
150,14,1,4075,0.05
151,5,1,1760,0.05
152,59,2,2290,0.1
152,40,1,3255,0.1
153,2,2,3850,0.05
153,53,1,1286,0.05
153,58,2,1326,0.05
154,8,1,1791,0
154,51,1,2916,0
154,4,2,2293,0
154,44,1,724,0.1
155,1,1,150,0
155,40,1,3255,0
156,5,1,1760,0
156,34,1,2437,0
156,11,1,1744,0.05
157,48,2,2972,0
158,55,2,4572,0
158,60,1,552,0
158,44,1,724,0
158,45,1,4975,0.05
159,5,1,1760,0
160,32,1,126,0
160,57,1,729,0
161,14,2,4075,0
161,2,1,3850,0
161,33,1,4175,0
162,7,1,1985,0
162,39,1,2235,0
162,23,1,2336,0
162,50,1,2033,0
163,5,1,1760,0.2
164,49,1,1048,0
164,30,1,4729,0.1
165,20,1,3438,0
165,18,2,778,0
166,19,1,2193,0
167,5,1,1760,0.2
167,49,1,1048,0.05
167,10,2,3487,0.15
168,31,1,3203,0.05
169,57,1,729,0.15
169,11,1,1744,0.05
170,40,1,3255,0
170,27,1,1579,0.2
171,60,2,552,0
171,60,2,552,0
171,60,1,552,0.2
172,33,1,4175,0
172,43,1,4289,0.15
172,3,1,3713,0
173,30,1,4729,0.1
174,10,2,3487,0
175,16,1,1002,0.05
176,15,1,860,0.1
176,31,1,3203,0.05
177,19,1,2193,0.15
178,20,1,3438,0.1
178,1,1,150,0.2
179,30,1,4729,0.1
180,56,2,630,0.05
181,43,1,4289,0.1
181,19,1,2193,0
181,43,1,4289,0
182,52,1,1957,0.1
182,55,1,4572,0
182,58,1,1326,0
183,6,1,529,0
184,16,1,1002,0.1
184,45,1,4975,0.05
184,39,1,2235,0
185,14,1,4075,0.05
185,8,1,1791,0.05
186,36,1,1580,0.15
187,42,1,3125,0.1
188,51,2,2916,0
188,32,3,126,0.05
188,55,1,4572,0.05
189,34,1,2437,0
189,50,1,2033,0.05
190,22,1,1574,0.1
190,21,1,2746,0.05
191,24,1,2262,0
192,57,1,729,0
193,13,1,3877,0.05
194,14,1,4075,0
194,21,2,2746,0
195,30,1,4729,0
196,32,1,126,0.1
196,27,1,1579,0
197,34,1,2437,0.1
197,10,1,3487,0.1
198,42,1,3125,0.1
198,19,1,2193,0
198,35,1,1942,0.05
199,49,1,1048,0
199,17,2,2656,0
200,55,1,4572,0
201,27,1,1579,0
202,43,2,4289,0.05
202,56,1,630,0.05
203,6,1,529,0.15
203,16,1,1002,0.2
204,41,1,931,0.05
205,2,1,3850,0
205,4,2,2293,0
206,5,1,1760,0
207,45,1,4975,0.05
207,42,2,3125,0
208,3,1,3713,0.1
208,8,1,1791,0.1
209,9,1,4658,0.05
209,18,3,778,0
210,8,1,1791,0
211,37,1,667,0
212,13,1,3877,0.2
212,32,2,126,0.1
213,37,1,667,0.05
213,56,1,630,0.1
213,22,1,1574,0.05
214,1,1,150,0
214,50,2,2033,0.1
215,15,1,860,0
215,46,1,3785,0
216,32,1,126,0
217,54,1,3026,0.05
217,22,1,1574,0
218,1,1,150,0
218,14,1,4075,0.15
219,7,1,1985,0
220,33,1,4175,0.15
220,12,1,4627,0
220,32,1,126,0.05
221,13,1,3877,0.1
222,60,1,552,0.1
222,15,2,860,0.05
222,23,1,2336,0
223,21,1,2746,0.05
223,1,1,150,0.2
224,43,1,4289,0.1
225,22,1,1574,0.05
226,57,1,729,0.05
226,11,1,1744,0.1
227,8,3,1791,0
228,41,1,931,0
229,46,1,3785,0
230,47,1,1558,0.05
230,37,1,667,0
230,24,1,2262,0.15
231,56,2,630,0.05
232,32,1,126,0.1
233,42,1,3125,0
233,60,2,552,0.15
234,15,1,860,0.05
235,18,1,778,0.2
235,24,1,2262,0.15
236,33,1,4175,0.15
236,15,1,860,0
237,11,1,1744,0
238,29,1,2320,0.05
239,3,1,3713,0.1
240,7,1,1985,0
241,24,1,2262,0.15
241,26,1,4752,0
241,12,1,4627,0.05
242,1,1,150,0
242,29,1,2320,0
242,8,1,1791,0
243,15,1,860,0.1
243,30,1,4729,0.15
243,36,1,1580,0.1
244,51,1,2916,0.15
245,6,1,529,0.15
245,39,2,2235,0.05
245,51,2,2916,0.05
245,46,1,3785,0
246,60,1,552,0
246,21,1,2746,0.05
246,56,1,630,0
247,16,1,1002,0.05
247,56,1,630,0.1
248,33,1,4175,0
248,24,1,2262,0
248,4,2,2293,0
248,40,1,3255,0.05
249,19,1,2193,0
250,23,1,2336,0.05
250,41,1,931,0.15
250,13,1,3877,0
251,6,2,529,0
251,19,1,2193,0
252,23,1,2336,0
253,51,1,2916,0.05
253,14,2,4075,0
254,53,1,1286,0.1
254,17,1,2656,0.05
255,33,1,4175,0
255,32,1,126,0.1
255,15,2,860,0.05
256,20,1,3438,0.1
256,11,1,1744,0.05
257,22,1,1574,0
257,3,1,3713,0.05
258,60,2,552,0
259,52,1,1957,0
259,9,1,4658,0.15
260,53,1,1286,0.05
261,58,1,1326,0
262,43,2,4289,0
262,14,1,4075,0.15
263,27,1,1579,0.05
264,49,1,1048,0.2
264,59,1,2290,0.05
264,26,3,4752,0.1
264,50,1,2033,0.15
265,26,1,4752,0
265,9,1,4658,0
266,32,1,126,0
267,1,2,150,0.1
267,49,1,1048,0.15
268,38,1,3806,0
269,17,1,2656,0.05
270,39,1,2235,0.05
271,45,1,4975,0
271,33,1,4175,0.1
272,42,1,3125,0.05
272,20,1,3438,0.1
272,8,1,1791,0
273,10,1,3487,0
273,10,1,3487,0
273,32,1,126,0.05
273,5,1,1760,0.05
274,2,2,3850,0.15
275,17,1,2656,0
276,17,1,2656,0
277,28,1,567,0.05
278,28,3,567,0
278,55,1,4572,0
279,12,1,4627,0
280,48,1,2972,0.05
280,46,1,3785,0.1
280,29,1,2320,0.1
281,43,1,4289,0.05
281,15,1,860,0.05
282,33,1,4175,0
283,56,1,630,0.05
283,59,1,2290,0.15
284,26,1,4752,0.1
284,23,1,2336,0.05
285,14,1,4075,0.05
286,57,1,729,0
286,53,1,1286,0
287,3,2,3713,0.1
288,43,1,4289,0
289,43,1,4289,0
290,20,1,3438,0.1
291,57,1,729,0.1
292,27,1,1579,0
293,58,1,1326,0
293,30,1,4729,0
294,7,2,1985,0.2
294,16,1,1002,0.05
295,57,1,729,0.1
296,1,3,150,0.15
297,17,1,2656,0
297,38,1,3806,0
298,59,2,2290,0.2
298,17,1,2656,0
298,22,2,1574,0.05
299,40,1,3255,0.1
299,29,1,2320,0.15
299,57,1,729,0.05
299,40,1,3255,0
300,60,1,552,0
300,7,2,1985,0
301,51,1,2916,0
301,51,1,2916,0.15
302,56,1,630,0.1
302,22,1,1574,0.1
302,60,1,552,0.15
303,36,1,1580,0.05
304,54,1,3026,0.1
305,40,1,3255,0
306,10,1,3487,0.15
306,26,1,4752,0
306,55,1,4572,0
307,35,2,1942,0.05
307,37,1,667,0.05
308,30,1,4729,0
308,4,2,2293,0.1
308,55,1,4572,0
309,32,1,126,0.05
309,6,1,529,0
310,7,2,1985,0
311,3,1,3713,0.15
311,30,1,4729,0
311,46,1,3785,0
312,22,1,1574,0
313,58,1,1326,0.1
314,14,1,4075,0.15
315,7,1,1985,0.1
315,39,2,2235,0.15
315,42,1,3125,0
316,43,1,4289,0.1
316,29,2,2320,0
316,34,1,2437,0.05
317,40,2,3255,0
318,10,1,3487,0
318,25,1,3410,0
319,38,1,3806,0.2
319,14,1,4075,0
320,14,1,4075,0.15
320,5,1,1760,0.05
320,3,1,3713,0.15
320,58,1,1326,0.1
321,37,1,667,0
322,54,1,3026,0
322,41,1,931,0.05
322,25,1,3410,0.05
323,7,3,1985,0
324,57,1,729,0.1
324,12,1,4627,0
325,32,1,126,0.2
325,20,1,3438,0.15
326,53,1,1286,0.05
326,20,1,3438,0
326,39,1,2235,0
327,34,1,2437,0
327,53,1,1286,0.05
328,44,1,724,0.1
328,43,1,4289,0.05
329,30,1,4729,0
329,39,1,2235,0.05
330,42,2,3125,0.1
330,25,1,3410,0.15
331,10,1,3487,0
331,57,1,729,0.05
332,55,1,4572,0
333,55,2,4572,0
333,16,1,1002,0.1
333,57,1,729,0.1
333,5,2,1760,0
334,43,1,4289,0
334,36,1,1580,0.1
335,56,1,630,0.05
336,41,2,931,0
337,33,2,4175,0
338,11,1,1744,0
338,39,2,2235,0.05
338,52,2,1957,0.05
339,41,1,931,0.2
340,45,3,4975,0
340,33,1,4175,0.1
341,58,1,1326,0.05
341,39,1,2235,0
342,51,1,2916,0
342,22,1,1574,0.1
342,48,3,2972,0
342,60,1,552,0.2
343,49,1,1048,0.15
344,51,1,2916,0.1
344,34,1,2437,0
345,54,2,3026,0.15
345,36,1,1580,0
346,36,2,1580,0.05
346,54,1,3026,0.05
346,4,1,2293,0
347,59,1,2290,0.1
347,42,1,3125,0.05
347,36,3,1580,0
348,37,1,667,0.1
348,2,1,3850,0
348,42,1,3125,0.05
349,31,1,3203,0
350,36,1,1580,0.1
350,18,1,778,0.15
351,37,1,667,0.1
351,60,2,552,0
351,37,2,667,0.1
351,23,1,2336,0
352,30,1,4729,0.05
352,8,1,1791,0
353,8,1,1791,0.2
354,34,2,2437,0.05
354,55,2,4572,0.05
355,17,3,2656,0.15
356,11,1,1744,0
357,17,2,2656,0.1
357,42,1,3125,0.05
357,27,1,1579,0
358,16,1,1002,0
359,32,1,126,0.05
359,23,1,2336,0.1
360,18,2,778,0.05
360,1,2,150,0
360,29,1,2320,0
360,18,1,778,0.05
361,2,1,3850,0.2
362,51,1,2916,0
363,52,2,1957,0.05
364,26,2,4752,0
365,4,1,2293,0.1
365,55,1,4572,0.05
365,60,1,552,0.05
366,6,1,529,0
366,54,1,3026,0
366,42,1,3125,0.1
366,2,1,3850,0.05
367,2,1,3850,0.05
367,25,1,3410,0.15
368,41,1,931,0
368,2,1,3850,0
368,57,1,729,0.1
369,37,1,667,0.05
370,46,1,3785,0.15
370,48,2,2972,0.05
371,41,1,931,0.1
371,5,1,1760,0
371,13,1,3877,0.1
371,28,2,567,0
372,7,3,1985,0
373,23,2,2336,0
374,58,1,1326,0.1
375,19,1,2193,0.1
375,32,1,126,0.2
376,16,1,1002,0.2
376,31,2,3203,0
377,41,1,931,0.1
378,40,1,3255,0
379,16,1,1002,0.05
379,26,1,4752,0
380,12,1,4627,0.1
381,59,1,2290,0.15
382,3,1,3713,0.05
383,12,1,4627,0.1
383,53,1,1286,0
384,47,1,1558,0.1
385,2,1,3850,0.05
385,37,1,667,0.05
386,51,2,2916,0
386,48,2,2972,0.05
387,7,1,1985,0
387,56,1,630,0.05
387,11,1,1744,0
388,3,1,3713,0
389,14,1,4075,0.05
389,47,1,1558,0.1
390,35,2,1942,0.2
390,5,1,1760,0.15
391,24,1,2262,0.05
391,7,1,1985,0.05
392,6,1,529,0
392,54,2,3026,0.1
393,49,1,1048,0
394,58,1,1326,0.1
394,49,2,1048,0.1
394,40,1,3255,0.1
395,10,1,3487,0
395,49,1,1048,0
395,30,1,4729,0
396,60,1,552,0.1
397,17,1,2656,0
397,47,1,1558,0.15
397,26,1,4752,0.1
398,53,1,1286,0.1
398,18,2,778,0.05
399,2,1,3850,0.1
400,14,1,4075,0
400,44,1,724,0
401,3,1,3713,0.2
401,56,1,630,0.1
401,17,1,2656,0
401,21,2,2746,0.05
402,16,1,1002,0.15
403,43,2,4289,0.1
404,17,2,2656,0.05
404,19,1,2193,0
404,37,1,667,0.1
405,38,1,3806,0.15
405,36,1,1580,0
405,49,1,1048,0.15
406,4,1,2293,0.05
407,20,2,3438,0.15
407,28,2,567,0
407,36,1,1580,0
408,12,1,4627,0.1
408,30,1,4729,0.05
409,12,1,4627,0.1
410,32,2,126,0
411,22,1,1574,0
412,32,2,126,0
412,58,1,1326,0.05
413,47,1,1558,0.1
414,29,1,2320,0.05
415,46,1,3785,0.15
415,1,1,150,0
415,25,1,3410,0.05
416,55,2,4572,0.05
417,29,1,2320,0.05
418,22,2,1574,0
418,29,1,2320,0
419,50,1,2033,0.2
419,48,1,2972,0
420,24,1,2262,0.1
420,37,1,667,0.15
421,53,3,1286,0.15
421,32,1,126,0.2
422,17,1,2656,0
423,41,1,931,0
423,25,2,3410,0.1
423,42,1,3125,0
424,8,1,1791,0.15
424,26,1,4752,0.15
425,53,1,1286,0.1
426,45,1,4975,0
427,26,1,4752,0.05
428,6,2,529,0.2
429,7,2,1985,0.05
429,12,1,4627,0
430,39,2,2235,0
430,1,1,150,0.05
431,15,2,860,0
432,36,2,1580,0
433,11,2,1744,0.1
434,40,1,3255,0.05
435,50,1,2033,0.15
435,50,1,2033,0
435,22,1,1574,0.05
436,44,1,724,0.2
436,53,1,1286,0.1
437,51,1,2916,0.05
437,54,3,3026,0.2
438,53,1,1286,0.1
438,52,1,1957,0
439,2,2,3850,0
440,14,2,4075,0.15
441,55,1,4572,0.2
442,12,1,4627,0.1
443,5,1,1760,0
444,40,1,3255,0.05
444,30,1,4729,0
445,56,1,630,0
446,18,1,778,0.2
447,6,1,529,0
448,52,2,1957,0.05
449,26,1,4752,0
449,44,1,724,0
450,7,1,1985,0.05
451,42,1,3125,0.15
452,52,1,1957,0.15
453,53,1,1286,0.05
454,59,1,2290,0
455,38,1,3806,0.15
456,14,2,4075,0.2
456,15,1,860,0
456,34,1,2437,0.05
457,9,1,4658,0.05
457,39,1,2235,0.1
457,39,1,2235,0
457,10,1,3487,0.15
458,45,1,4975,0.1
459,16,1,1002,0.05
459,55,1,4572,0.1
460,34,1,2437,0.1
460,25,2,3410,0.05
461,53,3,1286,0
462,52,2,1957,0
463,41,1,931,0
464,45,1,4975,0
464,15,1,860,0.1
465,19,1,2193,0
465,58,1,1326,0
466,54,1,3026,0
466,50,1,2033,0.05
467,48,1,2972,0
467,55,1,4572,0.1
467,17,2,2656,0.1
468,35,1,1942,0.1
468,1,1,150,0.2
469,54,2,3026,0.15
470,33,1,4175,0
471,41,1,931,0.05
472,21,1,2746,0.05
472,19,1,2193,0
473,15,3,860,0.1
473,36,1,1580,0.1
473,30,1,4729,0.05
474,22,1,1574,0
474,7,1,1985,0
475,41,1,931,0
476,37,2,667,0.05
476,45,2,4975,0
476,20,1,3438,0.2
477,13,1,3877,0.2
478,21,1,2746,0
479,13,1,3877,0.1
480,5,1,1760,0
480,47,1,1558,0.1
481,20,2,3438,0.1
482,18,1,778,0.05
483,16,1,1002,0.05
484,17,1,2656,0.1
484,24,1,2262,0.05
484,27,1,1579,0.1
485,13,1,3877,0.15
486,46,1,3785,0
486,8,1,1791,0.2
487,30,1,4729,0
487,33,1,4175,0
487,52,2,1957,0.1
488,47,1,1558,0.2
488,42,1,3125,0
489,5,2,1760,0.1
489,39,1,2235,0
489,26,2,4752,0.1
490,21,2,2746,0.05
490,1,1,150,0
491,13,1,3877,0.05
491,4,1,2293,0
492,53,1,1286,0
492,30,1,4729,0.15
493,27,1,1579,0
493,45,1,4975,0.1
493,28,1,567,0.05
493,14,1,4075,0.2
494,23,1,2336,0
495,29,2,2320,0
496,28,1,567,0.1
496,9,2,4658,0.15
497,57,1,729,0
497,3,1,3713,0
497,35,2,1942,0.05
498,57,2,729,0.05
499,59,1,2290,0.2
500,56,1,630,0.1
500,56,1,630,0.05
501,37,2,667,0
501,13,1,3877,0
501,19,1,2193,0.1
502,57,2,729,0.15
502,59,1,2290,0.05
503,1,1,150,0.05
504,57,2,729,0.15
505,33,3,4175,0
505,16,2,1002,0.05
505,19,1,2193,0
506,37,1,667,0.1
507,39,1,2235,0
507,18,1,778,0
508,47,1,1558,0
508,37,1,667,0
509,23,1,2336,0.15
509,5,1,1760,0.15
510,60,2,552,0.05
510,47,1,1558,0.1
511,57,1,729,0.15
511,5,1,1760,0.1
512,34,1,2437,0.05
513,37,2,667,0.05
513,37,2,667,0.05
513,57,1,729,0.1
513,7,2,1985,0.1
514,30,1,4729,0.15
515,16,1,1002,0
516,29,1,2320,0
516,13,2,3877,0
517,32,1,126,0.1
517,38,1,3806,0
518,56,1,630,0
518,48,1,2972,0
518,53,1,1286,0
519,42,1,3125,0
520,6,2,529,0
520,18,1,778,0.05
520,14,1,4075,0.15
520,59,1,2290,0.1
521,40,1,3255,0
521,26,1,4752,0.15
522,56,1,630,0.05
522,14,1,4075,0
523,23,2,2336,0.1
523,42,1,3125,0.1
524,6,1,529,0.05
525,23,1,2336,0.05
525,48,1,2972,0.15
526,29,1,2320,0.05
527,47,1,1558,0.1
527,29,1,2320,0.1
527,30,1,4729,0.05
528,28,1,567,0
528,51,2,2916,0.2
528,12,2,4627,0
529,41,1,931,0.1
529,52,1,1957,0
530,53,1,1286,0.15
531,51,1,2916,0
532,40,2,3255,0
533,13,1,3877,0
534,36,2,1580,0.1
534,48,1,2972,0.05
534,49,1,1048,0.15
534,41,2,931,0
535,53,1,1286,0
535,35,2,1942,0
535,3,1,3713,0.1
536,34,1,2437,0.05
536,49,1,1048,0.05
536,10,1,3487,0.2
537,32,1,126,0.2
538,9,1,4658,0.05
539,53,1,1286,0.1
539,47,2,1558,0.05
540,22,1,1574,0.05
541,34,1,2437,0
541,40,1,3255,0.1
542,58,1,1326,0
542,56,2,630,0
542,12,1,4627,0.15
543,19,1,2193,0.05
544,40,2,3255,0.1
545,51,1,2916,0.2
546,27,1,1579,0
547,36,2,1580,0.1
548,3,2,3713,0.15
549,51,1,2916,0.2
550,22,1,1574,0
551,11,1,1744,0
552,47,1,1558,0.1
553,15,1,860,0.05
553,57,1,729,0.15
553,5,1,1760,0.05
554,47,1,1558,0.1
554,2,1,3850,0
555,29,2,2320,0.05
555,50,2,2033,0.05
555,31,1,3203,0.05
555,44,1,724,0
556,29,1,2320,0
556,16,1,1002,0
556,52,1,1957,0.05
557,9,1,4658,0
558,17,2,2656,0
559,56,1,630,0
560,49,1,1048,0.05
561,49,1,1048,0
561,57,1,729,0
562,22,1,1574,0
562,30,1,4729,0
563,49,1,1048,0.15
563,38,1,3806,0.05
563,37,1,667,0
564,23,1,2336,0
564,16,1,1002,0.15
564,33,1,4175,0.05
565,43,1,4289,0.15
565,6,1,529,0
565,37,1,667,0
566,12,2,4627,0.05
566,41,1,931,0.05
567,7,1,1985,0.1
567,26,2,4752,0.15
568,41,1,931,0.05
568,57,1,729,0
569,42,1,3125,0.2
569,24,1,2262,0.05
569,5,1,1760,0.05
570,30,1,4729,0.1
570,52,1,1957,0.15
570,9,1,4658,0
571,58,1,1326,0
572,51,1,2916,0.2
572,46,1,3785,0.1
573,41,1,931,0
573,13,1,3877,0
574,29,1,2320,0
575,36,1,1580,0.1
575,12,1,4627,0
575,24,1,2262,0.05
576,52,1,1957,0.1
577,7,2,1985,0
577,53,1,1286,0
578,48,2,2972,0
579,8,1,1791,0.1
579,48,1,2972,0
580,21,1,2746,0
580,58,2,1326,0
581,22,1,1574,0.05
581,2,1,3850,0.15
582,31,1,3203,0.1
582,55,2,4572,0.2
583,6,1,529,0
583,35,1,1942,0.1
584,31,1,3203,0.15
584,46,1,3785,0.05
585,4,1,2293,0.2
586,12,1,4627,0.2
587,18,2,778,0.05
588,8,1,1791,0
589,56,2,630,0.1
589,22,1,1574,0.15
590,47,1,1558,0.2
591,39,1,2235,0.1
591,59,1,2290,0
592,14,1,4075,0
593,49,1,1048,0.15
594,13,1,3877,0.1
594,47,1,1558,0.05
594,31,1,3203,0.05
595,42,1,3125,0.2
596,20,1,3438,0
596,51,1,2916,0.2
596,59,1,2290,0
596,31,1,3203,0.15
597,14,1,4075,0
598,19,1,2193,0
598,59,1,2290,0
599,56,1,630,0
600,53,1,1286,0.05
601,56,1,630,0
602,11,2,1744,0.1
602,16,1,1002,0.05
603,5,1,1760,0
603,25,1,3410,0.15
604,25,1,3410,0
604,7,1,1985,0
604,43,1,4289,0
605,44,1,724,0.05
605,57,1,729,0.1
605,27,1,1579,0
606,55,1,4572,0
607,60,1,552,0.1
608,56,1,630,0.1
608,16,2,1002,0.05
609,50,1,2033,0
610,32,1,126,0.05
610,53,1,1286,0.1
611,10,1,3487,0
612,19,1,2193,0.05
612,53,1,1286,0
613,26,1,4752,0
613,24,1,2262,0.15
614,41,1,931,0.1
614,15,1,860,0.1
614,29,1,2320,0.15
615,34,1,2437,0.1
615,45,1,4975,0
615,40,1,3255,0.15
615,23,1,2336,0
616,20,1,3438,0
616,29,2,2320,0
616,54,1,3026,0.1
617,43,1,4289,0.05
617,33,1,4175,0.05
617,27,1,1579,0.1
618,32,1,126,0
619,2,1,3850,0
620,42,3,3125,0.1
621,27,2,1579,0.1
622,13,1,3877,0.1
622,24,2,2262,0.05
623,54,1,3026,0
623,23,1,2336,0.1
624,48,1,2972,0.1
624,20,1,3438,0.2
625,11,1,1744,0.05
626,47,1,1558,0.1
627,41,1,931,0.1
628,46,1,3785,0
628,50,1,2033,0.1
629,34,1,2437,0.1
629,53,2,1286,0.05
630,57,2,729,0
631,35,1,1942,0.1
631,51,1,2916,0.05
631,50,2,2033,0.15
632,41,1,931,0.2
632,18,1,778,0.15
633,4,1,2293,0.2
634,37,1,667,0
