customer_id,experiment_group,assign_date
392,A,2024-01-13
393,B,2024-01-10
394,B,2024-01-05
395,A,2024-01-10
396,B,2024-01-13
397,B,2024-01-01
398,A,2024-01-13
399,B,2024-01-10
400,A,2024-01-09
401,A,2024-01-16
402,B,2024-01-10
403,A,2024-01-14
404,A,2024-01-01
405,B,2024-01-01
406,A,2024-01-13
407,B,2024-01-15
408,A,2024-01-16
409,B,2024-01-03
410,B,2024-01-10
411,A,2024-01-10
412,B,2024-01-05
413,B,2024-01-09
414,B,2024-01-05
415,A,2024-01-14
416,A,2024-01-03
417,B,2024-01-09
418,A,2024-01-15
419,B,2024-01-04
420,A,2024-01-10
421,B,2024-01-08
422,B,2024-01-15
423,B,2024-01-12
424,B,2024-01-08
425,A,2024-01-13
426,B,2024-01-05
427,B,2024-01-06
428,A,2024-01-05
429,A,2024-01-01
430,B,2024-01-15
431,A,2024-01-12
432,B,2024-01-12
433,B,2024-01-04
434,B,2024-01-05
435,A,2024-01-15
436,B,2024-01-01
437,B,2024-01-04
438,A,2024-01-09
439,B,2024-01-12
440,B,2024-01-04
441,A,2024-01-11
442,B,2024-01-07
443,B,2024-01-14
444,B,2024-01-07
445,B,2024-01-03
446,A,2024-01-04
447,B,2024-01-16
448,A,2024-01-06
449,A,2024-01-09
450,B,2024-01-11
451,B,2024-01-15
452,A,2024-01-12
453,A,2024-01-15
454,B,2024-01-09
455,B,2024-01-01
456,B,2024-01-04
457,A,2024-01-12
458,B,2024-01-13
459,B,2024-01-14
460,B,2024-01-09
461,A,2024-01-10
462,B,2024-01-13
463,A,2024-01-02
464,A,2024-01-16
465,B,2024-01-03
466,A,2024-01-14
467,B,2024-01-12
468,A,2024-01-05
469,B,2024-01-15
470,A,2024-01-10
471,A,2024-01-13
472,B,2024-01-05
473,A,2024-01-01
474,A,2024-01-14
475,A,2024-01-11
476,B,2024-01-16
477,B,2024-01-12
478,A,2024-01-08
479,B,2024-01-01
480,A,2024-01-04
481,A,2024-01-16
482,A,2024-01-01
483,A,2024-01-04
484,B,2024-01-09
485,A,2024-01-04
486,A,2024-01-05
487,A,2024-01-01
488,A,2024-01-13
489,B,2024-01-11
490,B,2024-01-02
491,A,2024-01-15
492,A,2024-01-10
493,A,2024-01-03
494,B,2024-01-05
495,B,2024-01-01
496,B,2024-01-15
497,B,2024-01-12
498,A,2024-01-09
499,B,2024-01-02
500,A,2024-01-05
501,A,2024-01-01
502,B,2024-01-15
503,B,2024-01-06
504,A,2024-01-05
505,B,2024-01-15
506,B,2024-01-06
507,A,2024-01-05
508,B,2024-01-16
509,B,2024-01-07
510,A,2024-01-03
511,B,2024-01-07
512,A,2024-01-06
513,A,2024-01-15
514,A,2024-01-16
515,B,2024-01-13
516,B,2024-01-03
517,A,2024-01-16
518,B,2024-01-15
519,B,2024-01-07
520,B,2024-01-15
521,B,2024-01-07
522,B,2024-01-08
523,A,2024-01-01
524,A,2024-01-01
525,B,2024-01-07
526,A,2024-01-15
527,B,2024-01-12
528,B,2024-01-12
529,A,2024-01-08
530,A,2024-01-06
531,A,2024-01-11
532,A,2024-01-09
533,A,2024-01-01
534,A,2024-01-11
535,B,2024-01-04
536,B,2024-01-08
537,B,2024-01-05
538,A,2024-01-03
539,B,2024-01-03
540,B,2024-01-08
541,B,2024-01-13
542,A,2024-01-16
543,B,2024-01-07
544,B,2024-01-06
545,B,2024-01-14
546,B,2024-01-04
547,A,2024-01-13
548,B,2024-01-02
549,A,2024-01-14
550,B,2024-01-05
551,A,2024-01-01
552,B,2024-01-06
553,B,2024-01-16
554,B,2024-01-10
555,A,2024-01-01
556,B,2024-01-15
557,A,2024-01-02
558,A,2024-01-12
559,B,2024-01-10
560,B,2024-01-13
561,B,2024-01-07
562,B,2024-01-02
563,B,2024-01-14
564,B,2024-01-05
565,A,2024-01-11
566,A,2024-01-09
567,B,2024-01-13
568,B,2024-01-14
569,A,2024-01-09
570,A,2024-01-05
571,A,2024-01-07
572,A,2024-01-06
573,A,2024-01-03
574,A,2024-01-07
575,B,2024-01-13
576,A,2024-01-16
577,B,2024-01-05
578,B,2024-01-16
579,B,2024-01-15
580,B,2024-01-11
581,B,2024-01-08
582,B,2024-01-01
583,A,2024-01-05
584,A,2024-01-10
585,B,2024-01-01
586,B,2024-01-05
587,B,2024-01-10
588,A,2024-01-06
589,A,2024-01-02
590,B,2024-01-15
591,A,2024-01-08
592,A,2024-01-01
593,A,2024-01-06
594,A,2024-01-09
595,B,2024-01-14
596,A,2024-01-04
597,B,2024-01-14
598,A,2024-01-15
599,A,2024-01-06
600,A,2024-01-16
601,B,2024-01-14
602,A,2024-01-15
603,B,2024-01-12
604,A,2024-01-15
605,B,2024-01-13
606,B,2024-01-04
607,B,2024-01-12
608,B,2024-01-07
609,A,2024-01-10
610,A,2024-01-02
611,A,2024-01-16
612,B,2024-01-14
613,B,2024-01-15
614,A,2024-01-12
615,B,2024-01-15
616,A,2024-01-10
617,A,2024-01-02
618,B,2024-01-15
619,B,2024-01-01
620,A,2024-01-15
621,A,2024-01-09
622,B,2024-01-10
623,A,2024-01-15
624,A,2024-01-10
625,A,2024-01-03
626,A,2024-01-15
627,A,2024-01-10
628,B,2024-01-11
629,A,2024-01-07
630,A,2024-01-12
631,A,2024-01-07
632,B,2024-01-03
633,A,2024-01-14
634,A,2024-01-11
635,A,2024-01-07
636,B,2024-01-08
637,A,2024-01-13
638,B,2024-01-06
639,B,2024-01-05
640,B,2024-01-09
641,A,2024-01-06
642,B,2024-01-11
643,B,2024-01-13
644,A,2024-01-13
645,B,2024-01-05
646,A,2024-01-09
647,B,2024-01-10
648,B,2024-01-05
649,A,2024-01-05
650,B,2024-01-13
651,B,2024-01-15
652,B,2024-01-07
653,A,2024-01-07
654,B,2024-01-10
655,A,2024-01-07
656,B,2024-01-05
657,A,2024-01-09
658,A,2024-01-07
659,B,2024-01-09
660,B,2024-01-07
661,A,2024-01-12
662,B,2024-01-15
663,A,2024-01-15
664,A,2024-01-01
665,A,2024-01-11
666,B,2024-01-11
667,A,2024-01-01
668,B,2024-01-01
669,A,2024-01-11
670,B,2024-01-06
671,A,2024-01-15
672,B,2024-01-04
673,A,2024-01-06
674,A,2024-01-13
675,B,2024-01-12
676,B,2024-01-02
677,B,2024-01-12
678,A,2024-01-14
679,A,2024-01-01
680,B,2024-01-07
681,B,2024-01-11
682,B,2024-01-04
683,A,2024-01-01
684,B,2024-01-06
685,B,2024-01-03
686,B,2024-01-15
687,B,2024-01-01
688,B,2024-01-07
689,B,2024-01-07
690,B,2024-01-11
691,B,2024-01-08
692,B,2024-01-14
693,A,2024-01-16
694,B,2024-01-09
695,A,2024-01-04
696,A,2024-01-15
697,A,2024-01-05
698,B,2024-01-15
699,A,2024-01-01
700,A,2024-01-16
701,B,2024-01-01
702,A,2024-01-04
703,B,2024-01-11
704,B,2024-01-13
705,B,2024-01-05
706,A,2024-01-03
707,B,2024-01-08
708,A,2024-01-11
709,A,2024-01-10
710,B,2024-01-04
711,B,2024-01-05
712,A,2024-01-04
713,B,2024-01-05
714,B,2024-01-05
715,A,2024-01-05
716,B,2024-01-15
717,A,2024-01-05
718,A,2024-01-09
719,A,2024-01-05
720,A,2024-01-14
721,B,2024-01-15
722,B,2024-01-08
723,B,2024-01-07
724,A,2024-01-01
725,B,2024-01-13
726,A,2024-01-13
727,A,2024-01-02
728,B,2024-01-06
729,B,2024-01-05
730,A,2024-01-07
731,A,2024-01-08
732,A,2024-01-03
733,B,2024-01-02
734,A,2024-01-12
735,A,2024-01-11
736,B,2024-01-01
737,A,2024-01-05
738,A,2024-01-01
739,B,2024-01-01
740,B,2024-01-06
741,B,2024-01-10
742,B,2024-01-12
743,A,2024-01-09
744,B,2024-01-12
745,B,2024-01-07
746,A,2024-01-05
747,B,2024-01-10
748,A,2024-01-13
749,B,2024-01-11
750,B,2024-01-05
751,B,2024-01-03
752,B,2024-01-11
753,B,2024-01-13
754,A,2024-01-11
755,A,2024-01-01
756,B,2024-01-05
757,B,2024-01-04
758,A,2024-01-01
759,B,2024-01-16
760,B,2024-01-04
761,A,2024-01-15
762,A,2024-01-06
763,A,2024-01-01
764,A,2024-01-11
765,A,2024-01-16
766,B,2024-01-13
767,A,2024-01-03
768,B,2024-01-12
769,B,2024-01-07
770,A,2024-01-01
771,A,2024-01-03
772,B,2024-01-02
773,A,2024-01-03
774,B,2024-01-07
775,A,2024-01-03
776,B,2024-01-03
777,A,2024-01-07
778,B,2024-01-08
779,B,2024-01-10
780,B,2024-01-09
781,A,2024-01-07
782,A,2024-01-15
783,B,2024-01-14
784,B,2024-01-15
785,A,2024-01-14
786,B,2024-01-07
787,A,2024-01-01
788,A,2024-01-16
789,B,2024-01-12
790,B,2024-01-09
791,B,2024-01-04
792,A,2024-01-09
793,A,2024-01-10
794,B,2024-01-12
795,B,2024-01-11
796,A,2024-01-01
797,A,2024-01-01
798,A,2024-01-01
799,B,2024-01-01
800,A,2024-01-11
801,B,2024-01-11
802,A,2024-01-16
803,A,2024-01-15
804,A,2024-01-02
805,A,2024-01-14
806,A,2024-01-13
807,B,2024-01-02
808,A,2024-01-03
809,A,2024-01-02
810,A,2024-01-09
811,B,2024-01-15
812,B,2024-01-09
813,B,2024-01-11
814,A,2024-01-09
815,A,2024-01-07
816,A,2024-01-09
817,A,2024-01-07
818,A,2024-01-11
819,A,2024-01-13
820,A,2024-01-11
821,B,2024-01-15
822,B,2024-01-04
823,B,2024-01-06
824,A,2024-01-15
825,A,2024-01-07
826,B,2024-01-15
827,A,2024-01-08
828,A,2024-01-04
829,B,2024-01-03
830,A,2024-01-09
831,A,2024-01-04
832,A,2024-01-06
833,A,2024-01-10
834,A,2024-01-06
835,A,2024-01-10
836,A,2024-01-15
837,A,2024-01-06
838,B,2024-01-16
839,B,2024-01-06
840,A,2024-01-03
841,A,2024-01-07
842,B,2024-01-11
843,B,2024-01-10
844,B,2024-01-03
845,A,2024-01-07
846,A,2024-01-15
847,A,2024-01-16
848,A,2024-01-16
849,A,2024-01-09
850,B,2024-01-04
851,B,2024-01-05
852,B,2024-01-02
853,A,2024-01-09
854,B,2024-01-16
855,B,2024-01-08
856,A,2024-01-10
857,B,2024-01-14
858,A,2024-01-16
859,B,2024-01-08
860,A,2024-01-16
861,A,2024-01-07
862,B,2024-01-08
863,A,2024-01-15
864,A,2024-01-13
865,A,2024-01-12
866,B,2024-01-13
867,B,2024-01-09
868,B,2024-01-12
869,A,2024-01-05
870,A,2024-01-09
871,B,2024-01-12
872,B,2024-01-15
873,A,2024-01-04
874,B,2024-01-15
875,B,2024-01-08
876,A,2024-01-07
877,B,2024-01-02
878,B,2024-01-07
879,B,2024-01-08
880,B,2024-01-15
881,A,2024-01-09
882,A,2024-01-10
883,A,2024-01-07
884,A,2024-01-08
885,A,2024-01-10
886,A,2024-01-14
887,A,2024-01-01
888,B,2024-01-04
889,A,2024-01-14
890,A,2024-01-07
891,B,2024-01-01
892,B,2024-01-06
893,A,2024-01-01
894,B,2024-01-06
895,B,2024-01-15
896,B,2024-01-01
897,A,2024-01-11
898,B,2024-01-02
899,B,2024-01-12
900,B,2024-01-02
901,B,2024-01-14
902,A,2024-01-13
903,B,2024-01-13
904,A,2024-01-15
905,B,2024-01-03
906,A,2024-01-03
907,A,2024-01-12
908,A,2024-01-14
909,B,2024-01-07
910,B,2024-01-13
911,B,2024-01-14
912,B,2024-01-03
913,B,2024-01-01
914,B,2024-01-15
915,A,2024-01-01
916,B,2024-01-05
917,B,2024-01-11
918,A,2024-01-03
919,A,2024-01-01
920,B,2024-01-01
921,B,2024-01-08
922,B,2024-01-02
923,A,2024-01-13
924,B,2024-01-15
925,B,2024-01-15
926,B,2024-01-13
927,B,2024-01-14
928,A,2024-01-09
929,B,2024-01-12
930,B,2024-01-04
931,B,2024-01-05
932,A,2024-01-05
933,A,2024-01-10
934,B,2024-01-07
935,A,2024-01-11
936,A,2024-01-03
937,B,2024-01-02
938,B,2024-01-08
939,A,2024-01-15
940,B,2024-01-11
941,A,2024-01-01
942,A,2024-01-06
943,B,2024-01-01
944,B,2024-01-03
945,B,2024-01-08
946,A,2024-01-07
947,B,2024-01-03
948,B,2024-01-07
949,A,2024-01-04
950,A,2024-01-01
951,A,2024-01-02
952,A,2024-01-08
953,B,2024-01-08
954,A,2024-01-04
955,B,2024-01-08
956,A,2024-01-11
957,A,2024-01-08
958,B,2024-01-10
959,B,2024-01-14
960,B,2024-01-14
961,B,2024-01-09
962,B,2024-01-03
963,B,2024-01-16
964,A,2024-01-16
965,B,2024-01-05
966,B,2024-01-02
967,B,2024-01-01
968,A,2024-01-10
969,B,2024-01-10
970,B,2024-01-13
971,B,2024-01-01
972,B,2024-01-04
973,A,2024-01-16
974,A,2024-01-10
975,A,2024-01-04
976,A,2024-01-09
977,B,2024-01-09
978,A,2024-01-07
979,A,2024-01-16
980,B,2024-01-08
981,B,2024-01-10
982,A,2024-01-16
983,B,2024-01-11
984,A,2024-01-12
985,B,2024-01-05
986,A,2024-01-04
987,A,2024-01-03
988,B,2024-01-05
989,B,2024-01-16
990,A,2024-01-01
991,A,2024-01-04
992,A,2024-01-13
993,A,2024-01-07
994,B,2024-01-12
995,B,2024-01-11
996,A,2024-01-09
997,B,2024-01-11
998,B,2024-01-13
999,A,2024-01-05
1000,A,2024-01-11
1001,B,2024-01-09
1002,A,2024-01-10
1003,A,2024-01-10
1004,B,2024-01-09
1005,A,2024-01-09
1006,A,2024-01-05
1007,B,2024-01-13
1008,A,2024-01-03
1009,A,2024-01-13
1010,B,2024-01-11
1011,B,2024-01-12
1012,B,2024-01-02
1013,B,2024-01-11
1014,A,2024-01-15
1015,A,2024-01-14
1016,B,2024-01-03
1017,A,2024-01-07
1018,B,2024-01-14
1019,A,2024-01-08
1020,A,2024-01-16
1021,A,2024-01-13
1022,A,2024-01-10
1023,A,2024-01-13
1024,A,2024-01-11
1025,B,2024-01-05
1026,A,2024-01-13
1027,A,2024-01-11
1028,A,2024-01-08
1029,A,2024-01-04
1030,B,2024-01-04
1031,A,2024-01-13
1032,B,2024-01-08
1033,B,2024-01-09
1034,A,2024-01-13
1035,B,2024-01-05
1036,A,2024-01-16
1037,B,2024-01-08
1038,A,2024-01-12
1039,A,2024-01-02
1040,A,2024-01-03
1041,B,2024-01-16
1042,B,2024-01-16
1043,B,2024-01-04
1044,A,2024-01-09
1045,B,2024-01-12
1046,B,2024-01-01
1047,A,2024-01-12
1048,B,2024-01-13
1049,B,2024-01-01
1050,A,2024-01-04
1051,A,2024-01-12
1052,B,2024-01-14
1053,A,2024-01-14
1054,A,2024-01-16
1055,B,2024-01-05
1056,B,2024-01-11
1057,B,2024-01-14
1058,B,2024-01-12
1059,B,2024-01-16
1060,A,2024-01-06
1061,B,2024-01-07
1062,B,2024-01-11
1063,A,2024-01-04
1064,B,2024-01-08
1065,A,2024-01-13
1066,B,2024-01-16
1067,B,2024-01-02
1068,A,2024-01-02
1069,A,2024-01-07
1070,A,2024-01-12
1071,A,2024-01-11
1072,A,2024-01-02
1073,A,2024-01-03
1074,B,2024-01-08
1075,B,2024-01-12
1076,B,2024-01-10
1077,A,2024-01-10
1078,A,2024-01-02
1079,B,2024-01-12
1080,A,2024-01-01
1081,B,2024-01-11
1082,B,2024-01-16
1083,B,2024-01-13
1084,A,2024-01-11
1085,A,2024-01-14
1086,A,2024-01-08
1087,A,2024-01-07
1088,A,2024-01-05
1089,A,2024-01-04
1090,A,2024-01-01
1091,B,2024-01-13
1092,A,2024-01-07
1093,A,2024-01-04
1094,B,2024-01-12
1095,A,2024-01-07
1096,B,2024-01-01
1097,B,2024-01-15
1098,A,2024-01-12
1099,B,2024-01-05
1100,B,2024-01-02
1101,B,2024-01-07
1102,A,2024-01-01
1103,B,2024-01-06
1104,A,2024-01-16
1105,A,2024-01-06
1106,B,2024-01-05
1107,B,2024-01-01
1108,B,2024-01-16
1109,B,2024-01-14
1110,A,2024-01-16
1111,A,2024-01-06
1112,B,2024-01-08
1113,A,2024-01-11
1114,A,2024-01-10
1115,A,2024-01-12
1116,A,2024-01-10
1117,A,2024-01-03
1118,B,2024-01-15
1119,A,2024-01-05
1120,A,2024-01-08
1121,B,2024-01-12
1122,A,2024-01-08
1123,B,2024-01-08
1124,A,2024-01-03
1125,B,2024-01-09
1126,B,2024-01-02
1127,B,2024-01-12
1128,A,2024-01-03
1129,A,2024-01-12
1130,A,2024-01-09
1131,A,2024-01-12
1132,B,2024-01-11
1133,B,2024-01-07
1134,A,2024-01-03
1135,A,2024-01-05
1136,A,2024-01-01
1137,B,2024-01-07
1138,B,2024-01-12
1139,A,2024-01-06
1140,A,2024-01-04
1141,A,2024-01-08
1142,A,2024-01-08
1143,B,2024-01-16
1144,A,2024-01-01
1145,A,2024-01-16
1146,A,2024-01-06
1147,A,2024-01-05
1148,A,2024-01-11
1149,A,2024-01-05
1150,B,2024-01-03
1151,A,2024-01-08
1152,A,2024-01-03
1153,A,2024-01-06
1154,B,2024-01-16
1155,B,2024-01-03
1156,A,2024-01-05
1157,A,2024-01-12
1158,B,2024-01-11
1159,B,2024-01-12
1160,B,2024-01-01
1161,A,2024-01-04
1162,B,2024-01-11
1163,A,2024-01-11
1164,A,2024-01-16
1165,B,2024-01-01
1166,A,2024-01-12
1167,B,2024-01-11
1168,B,2024-01-01
1169,B,2024-01-05
1170,B,2024-01-05
1171,A,2024-01-07
1172,A,2024-01-07
1173,B,2024-01-09
1174,B,2024-01-10
1175,A,2024-01-05
1176,B,2024-01-08
1177,B,2024-01-16
1178,A,2024-01-04
1179,A,2024-01-12
1180,A,2024-01-13
1181,B,2024-01-08
1182,A,2024-01-08
1183,A,2024-01-07
1184,A,2024-01-06
1185,A,2024-01-03
1186,B,2024-01-07
1187,B,2024-01-16
1188,B,2024-01-04
1189,A,2024-01-05
1190,B,2024-01-03
1191,A,2024-01-11
1192,A,2024-01-03
1193,B,2024-01-16
1194,B,2024-01-08
1195,A,2024-01-03
1196,B,2024-01-16
1197,B,2024-01-09
1198,B,2024-01-04
1199,A,2024-01-09
1200,A,2024-01-02
1201,B,2024-01-04
1202,A,2024-01-10
1203,A,2024-01-16
1204,A,2024-01-15
1205,B,2024-01-04
1206,A,2024-01-02
1207,A,2024-01-07
1208,B,2024-01-03
1209,A,2024-01-03
1210,A,2024-01-10
1211,B,2024-01-03
1212,B,2024-01-04
1213,B,2024-01-04
1214,A,2024-01-11
1215,A,2024-01-13
1216,B,2024-01-09
1217,B,2024-01-15
1218,B,2024-01-03
1219,A,2024-01-03
1220,A,2024-01-02
1221,B,2024-01-11
1222,B,2024-01-08
1223,B,2024-01-11
1224,B,2024-01-06
1225,A,2024-01-13
1226,B,2024-01-14
1227,B,2024-01-03
1228,A,2024-01-02
1229,A,2024-01-16
1230,B,2024-01-12
1231,A,2024-01-02
1232,A,2024-01-12
1233,A,2024-01-09
1234,A,2024-01-05
1235,B,2024-01-10
1236,B,2024-01-01
1237,B,2024-01-02
1238,A,2024-01-03
1239,B,2024-01-04
1240,B,2024-01-14
1241,A,2024-01-07
1242,A,2024-01-12
1243,A,2024-01-16
1244,B,2024-01-04
1245,A,2024-01-01
1246,B,2024-01-15
1247,A,2024-01-05
