order_id,customer_id,order_date,status,payment_type
737,1121,2025-08-02,refunded,card
738,1073,2025-04-22,completed,wallet
739,585,2025-04-22,completed,card
740,763,2024-09-19,refunded,wallet
741,1987,2025-07-27,completed,card
742,1748,2025-12-07,refunded,atm
743,1227,2025-09-05,completed,cod
744,527,2025-07-12,completed,card
745,407,2025-07-23,completed,cod
746,1664,2025-07-25,completed,cod
747,2048,2025-04-05,completed,atm
748,729,2025-02-11,completed,cod
749,2312,2025-02-17,completed,atm
750,1790,2024-11-28,completed,wallet
751,370,2024-09-05,completed,atm
752,2139,2024-08-28,completed,wallet
753,345,2024-09-18,completed,card
754,1483,2024-03-11,completed,cod
755,2004,2024-04-23,completed,card
756,1290,2025-09-18,completed,card
757,315,2024-06-11,completed,card
758,1885,2025-06-23,cancelled,cod
759,1637,2025-07-31,completed,card
760,1010,2024-01-18,completed,card
761,2016,2025-08-17,completed,atm
762,2456,2024-08-31,completed,wallet
763,1944,2025-04-30,refunded,cod
764,1312,2024-02-17,completed,card
765,442,2024-03-27,completed,atm
766,789,2024-06-20,completed,wallet
767,1478,2024-08-23,completed,wallet
768,1185,2025-10-25,completed,atm
769,2402,2024-08-03,completed,card
770,2448,2025-11-22,completed,cod
771,1337,2025-05-02,completed,card
772,540,2025-09-22,completed,card
773,486,2025-01-01,completed,atm
774,650,2025-03-22,completed,wallet
775,302,2024-10-31,completed,card
776,1704,2024-10-23,completed,atm
777,1028,2024-10-01,completed,atm
778,1808,2025-06-23,completed,card
779,2418,2024-04-06,completed,card
780,1237,2024-04-05,completed,card
781,1394,2025-04-12,completed,card
782,1655,2025-10-13,completed,wallet
783,776,2025-05-02,completed,card
784,375,2024-04-03,completed,card
785,578,2024-07-09,completed,atm
786,1108,2025-02-08,completed,atm
787,637,2024-08-03,refunded,card
788,83,2024-01-19,completed,card
789,850,2024-11-06,completed,cod
790,1698,2024-01-02,completed,card
791,428,2024-06-07,completed,card
792,2070,2024-12-03,completed,wallet
793,1116,2024-03-18,cancelled,wallet
794,1482,2024-07-30,completed,atm
795,233,2025-02-10,completed,atm
796,2216,2025-02-22,completed,wallet
797,392,2025-04-12,completed,atm
798,659,2025-08-20,completed,card
799,1483,2025-07-28,completed,card
800,2059,2025-05-23,completed,card
801,1388,2025-07-26,completed,card
